,SMILES,DBPP_SCORE,SMILES_1
2033,O=C(Cc1cc(F)c(F)c(F)c1)N1CCN(c2ccc3nncn3n2)CC1,0.004601996,C1(N2CCN(C(CC3=CC(F)=C(F)C(F)=C3)=O)CC2)=NN2C(=NN=C2)C=C1
2034,Cc1cc(CC(=O)N2CCN(c3ccc4nncn4n3)CC2)cc(C(F)(F)F)c1F,0.003086451,C1=CC(N2CCN(C(CC3=CC(C)=C(F)C(C(F)(F)F)=C3)=O)CC2)=NN2C1=NN=C2
2035,COc1cc(-c2nccc3[nH]c(-c4cccc5c4ccn5C)nc23)cc(OC)c1OC,0.139239696,COC1=C(OC)C(OC)=CC(C2=NC=CC3=C2N=C(C4=CC=CC5=C4C=CN5C)N3)=C1
2036,COc1cc(-c2nccc3[nH]c(-c4ccc5c(ccn5C)c4)nc23)cc(OC)c1OC,0.387855808,COC1=C(OC)C(OC)=CC(C2=NC=CC3=C2N=C(C4=CC5=C(N(C)C=C5)C=C4)N3)=C1
2037,COc1cc(-c2nccc3[nH]c(-c4ccc5ccn(C)c5c4)nc23)cc(OC)c1OC,0.293412908,COC1=C(OC)C(OC)=CC(C2=NC=CC3=C2N=C(C4=CC(N(C)C=C5)=C5C=C4)N3)=C1
2038,CCn1ccc2c(-c3nc4c(-c5cc(OC)c(OC)c(OC)c5)nccc4[nH]3)cccc21,0.409189336,COC1=C(OC)C(OC)=CC(C2=NC=CC3=C2N=C(C4=CC=CC5=C4C=CN5CC)N3)=C1
2039,CCn1ccc2cc(-c3nc4c(-c5cc(OC)c(OC)c(OC)c5)nccc4[nH]3)ccc21,0.529910227,COC1=C(OC)C(OC)=CC(C2=NC=CC3=C2N=C(C4=CC5=C(N(CC)C=C5)C=C4)N3)=C1
2040,CCn1ccc2ccc(-c3nc4c(-c5cc(OC)c(OC)c(OC)c5)nccc4[nH]3)cc21,0.483694535,COC1=C(OC)C(OC)=CC(C2=NC=CC3=C2N=C(C4=CC(N(CC)C=C5)=C5C=C4)N3)=C1
2041,COc1cc(OC)cc(-c2nccc3[nH]c(-c4cccc5c4ccn5C)nc23)c1,0.12724274,COC1=CC(OC)=CC(C2=NC=CC3=C2N=C(C4=CC=CC5=C4C=CN5C)N3)=C1
2042,COc1ccc(-c2nccc3[nH]c(-c4cccc5c4ccn5C)nc23)cc1OC,0.111058355,COC(C(OC)=C1)=CC=C1C2=NC=CC3=C2N=C(C4=CC=CC5=C4C=CN5C)N3
2043,Cn1ccc2c(-c3nc4c(-c5ccc6c(c5)OCCO6)nccc4[nH]3)cccc21,0.120694291,CN(C=C1)C2=C1C(C3=NC(C(C4=CC=C(OCCO5)C5=C4)=NC=C6)=C6N3)=CC=C2
2044,COc1cc(-c2nn(C(=O)OC(C)(C)C)c3ccc(-c4cccc5c4ccn5C)nc23)cc(OC)c1OC,0.404459527,CN1C2=CC=CC(C3=CC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4C(OC(C)(C)C)=O)=N3)=C2C=C1
2045,COc1cc(-c2n[nH]c3ccc(-c4cccc5c4ccn5C)nc23)cc(OC)c1OC,0.010154018,CN1C2=CC=CC(C3=CC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4)=N3)=C2C=C1
2046,COc1cc(-c2n[nH]c3ccc(-c4ccc5c(ccn5C)c4)nc23)cc(OC)c1OC,0.01203496,CN1C2=CC=C(C3=CC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4)=N3)C=C2C=C1
2047,COc1cc(-c2n[nH]c3ccc(-c4ccc(C)cc4)nc23)cc(OC)c1OC,0.017125144,COC1=C(OC)C(OC)=CC(C2=NNC3=CC=C(C4=CC=C(C)C=C4)N=C32)=C1
2048,COc1ccc(-c2ccc3[nH]nc(-c4cc(OC)c(OC)c(OC)c4)c3n2)cc1,0.009203237,COC1=C(OC)C(OC)=CC(C2=NNC3=CC=C(C4=CC=C(OC)C=C4)N=C32)=C1
2049,COc1cc(-c2n[nH]c3ccc(-c4ccccc4)nc23)cc(OC)c1OC,0.012017495,COC1=C(OC)C(OC)=CC(C2=NNC3=CC=C(C4=CC=CC=C4)N=C32)=C1
2050,COc1cc(-c2nn(C(=O)OC(C)(C)C)c3cnc(-c4cccc5c4ccn5C)cc23)cc(OC)c1OC,0.433459416,CN1C2=CC=CC(C3=NC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4C(OC(C)(C)C)=O)=C3)=C2C=C1
2051,COc1cc(-c2n[nH]c3cnc(-c4cccc5c4ccn5C)cc23)cc(OC)c1OC,0.203391268,CN1C2=CC=CC(C3=NC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4)=C3)=C2C=C1
2052,COc1cc(-c2n[nH]c3cnc(-c4ccc5c(ccn5C)c4)cc23)cc(OC)c1OC,0.15064866,CN1C2=CC=C(C3=NC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4)=C3)C=C2C=C1
2053,COc1cc(-c2nn(C(=O)OC(C)(C)C)c3ccc(-c4cccc5c4ccn5C)cc23)cc(OC)c1OC,0.35356494,CN1C2=CC=CC(C3=CC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4C(OC(C)(C)C)=O)=C3)=C2C=C1
2054,COc1cc(-c2n[nH]c3ccc(-c4cccc5c4ccn5C)cc23)cc(OC)c1OC,0.124250619,CN1C2=CC=CC(C3=CC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4)=C3)=C2C=C1
2055,COc1cc(-c2n[nH]c3ccc(-c4ccc5c(ccn5C)c4)cc23)cc(OC)c1OC,0.169689384,CN1C2=CC=C(C3=CC=C4C(C(C5=CC(OC)=C(OC)C(OC)=C5)=NN4)=C3)C=C2C=C1
2056,COc1cc(-c2cccc3nc(-c4cccc5c4ccn5C)[nH]c23)cc(OC)c1OC,0.672200202,CN1C=CC2=C1C=CC=C2C3=NC4=C(C(C5=CC(OC)=C(OC)C(OC)=C5)=CC=C4)N3
2057,CN1CCN(c2ccc(Nc3ncc(Cl)c(NC[C@H]4CCCO4)n3)cc2)CC1,0.037372613,CN1CCN(C2=CC=C(NC3=NC(NC[C@H]4CCCO4)=C(Cl)C=N3)C=C2)CC1
2058,Cc1cc(Nc2ncc3c(C)cc(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.008156962,O=C(C=C1C)N(C[C@@H]2OCCC2)C3=C1C=NC(NC4=CC=C(N5CCN(C)CC5)C(C)=C4)=N3
2059,Cc1cc(Nc2ncc3c(C)c(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.655400906,CC(C(C=N1)=C(N2C[C@@H]3OCCC3)N=C1NC4=CC=C(N5CCN(C)CC5)C(C)=C4)=C(C6=C(Cl)C=CC=C6)C2=O
2060,Cc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.552108173,CN(CC1)CCN1C2=CC=C(NC3=NC=C(C=C(C4=C(Cl)C=CC=C4)C5=O)C(N5C[C@@H]6OCCC6)=N3)C=C2C
2061,Cc1cc(Nc2ncc3cc(-c4cccc(Cl)c4)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.379422775,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=CC(Cl)=CC=C6)=C4)=O)=N3
2062,Cc1cc(Nc2ncc3cc(-c4ccc(Cl)cc4)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.549191739,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=CC=C(Cl)C=C6)=C4)=O)=N3
2063,Cc1ccccc1-c1cc2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc2n(C[C@H]2CCCO2)c1=O,0.25917489,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(C)C=CC=C6)=C4)=O)=N3
2064,Cc1cccc(-c2cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc3n(C[C@H]3CCCO3)c2=O)c1,0.090247997,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=CC(C)=CC=C6)=C4)=O)=N3
2065,Cc1ccc(-c2cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc3n(C[C@H]3CCCO3)c2=O)cc1,0.157198725,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=CC=C(C)C=C6)=C4)=O)=N3
2066,Cc1cc(Nc2ncc3cc(-c4ccccc4F)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.312006041,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(F)C=CC=C6)=C4)=O)=N3
2067,Cc1cc(Nc2ncc3cc(-c4ccccc4Br)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.654412366,CC1=C(N2CCN(C)CC2)C=CC(NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(Br)C=CC=C6)=C4)=O)=N3)=C1
2068,Cc1cc(Nc2ncc3cc(-c4ccccc4I)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.569361753,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(I)C=CC=C6)=C4)=O)=N3
2069,Cc1cc(Nc2ncc3cc(-c4ccccc4C#N)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.18162258,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(C#N)C=CC=C6)=C4)=O)=N3
2070,Cc1cc(Nc2ncc3cc(-c4ccccc4[N+](=O)[O-])c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.079228823,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=CC=CC=C6[N+]([O-])=O)=C4)=O)=N3
2071,Cc1cc(Nc2ncc3cc(-c4ccccc4C(F)(F)F)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.47215277,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(C(F)(F)F)C=CC=C6)=C4)=O)=N3
2072,Cc1cc(Nc2ncc3cc(-c4ccccc4OC(F)(F)F)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.567158955,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(OC(F)(F)F)C=CC=C6)=C4)=O)=N3
2073,COc1ccccc1-c1cc2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc2n(C[C@H]2CCCO2)c1=O,0.270031709,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(OC)C=CC=C6)=C4)=O)=N3
2074,Cc1cc(Nc2ncc3cc(-c4ccccc4N)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.445677928,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(N)C=CC=C6)=C4)=O)=N3
2075,Cc1cc(Nc2ncc3cc(-c4ccccc4)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.127828721,CN(CC1)CCN1C(C=C2)=C(C)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=CC=CC=C6)=C4)=O)=N3
2076,Cc1cccc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)c1,0.03319279,CC1=CC=CC(NC2=NC=C3C(N(C[C@@H]4OCCC4)C(C(C5=C(Cl)C=CC=C5)=C3)=O)=N2)=C1
2077,Cn1ccc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)n1,0.035133519,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=NN(C)C=C4)=NC=C3C=C1C5=C(Cl)C=CC=C5
2078,CCNc1ncc2cc(-c3ccccc3Cl)c(=O)n(C[C@H]3CCCO3)c2n1,0.004478079,O=C1N(C[C@@H]2OCCC2)C3=NC(NCC)=NC=C3C=C1C4=C(Cl)C=CC=C4
2079,CN1CCN(c2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)CC1,0.01795947,O=C1N(C[C@@H]2OCCC2)C3=NC(N4CCN(C)CC4)=NC=C3C=C1C5=C(Cl)C=CC=C5
2080,Cc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C(C)C)CC1,0.381562951,CC1=C(N2CCN(C(C)C)CC2)C=CC(NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(Cl)C=CC=C6)=C4)=O)=N3)=C1
2081,Cc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(CCO)CC1,0.295566006,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=CC(C)=C(N5CCN(CCO)CC5)C=C4)=NC=C3C=C1C6=C(Cl)C=CC=C6
2082,Cc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCC(N2CCN(C)CC2)CC1,0.556849955,CC1=C(N2CCC(N3CCN(C)CC3)CC2)C=CC(NC4=NC=C5C(N(C[C@@H]6OCCC6)C(C(C7=C(Cl)C=CC=C7)=C5)=O)=N4)=C1
2083,CN1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5Cl)c(=O)n(C[C@H]5CCCO5)c4n3)cc2Cl)CC1,0.478476538,CN(CC1)CCN1C(C=C2)=C(Cl)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(Cl)C=CC=C6)=C4)=O)=N3
2084,COc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.226187329,CN(CC1)CCN1C(C=C2)=C(OC)C=C2NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=C(Cl)C=CC=C6)=C4)=O)=N3
2085,CCOc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.491770317,CN(CC1)CCN1C2=CC=C(NC3=NC=C(C=C(C4=C(Cl)C=CC=C4)C5=O)C(N5C[C@@H]6OCCC6)=N3)C=C2OCC
2086,CC(C)Oc1cc(Nc2ncc3cc(-c4ccccc4Cl)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.51767685,CN(CC1)CCN1C2=CC=C(NC3=NC=C(C=C(C4=C(Cl)C=CC=C4)C5=O)C(N5C[C@@H]6OCCC6)=N3)C=C2OC(C)C
2087,CN1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5Cl)c(=O)n(C[C@H]5CCCO5)c4n3)cc2OC2CCCC2)CC1,0.556849955,CN(CC1)CCN1C(C=C2)=C(OC3CCCC3)C=C2NC4=NC=C5C(N(C[C@@H]6OCCC6)C(C(C7=C(Cl)C=CC=C7)=C5)=O)=N4
2088,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2cc(-c3ccccc3Cl)c(=O)n(C[C@H]3CCCO3)c2n1,0.299863103,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=C(OC)C=C(N5CCN(C)CC5)C=C4)=NC=C3C=C1C6=C(Cl)C=CC=C6
2089,CCOc1cc(N2CCN(C)CC2)ccc1Nc1ncc2cc(-c3ccccc3Cl)c(=O)n(C[C@H]3CCCO3)c2n1,0.562810614,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=C(OCC)C=C(N5CCN(C)CC5)C=C4)=NC=C3C=C1C6=C(Cl)C=CC=C6
2090,CN1CCN(c2ccc(Nc3ncc4cc(-c5ccccc5Cl)c(=O)n(C[C@H]5CCCO5)c4n3)c(OC3CCCC3)c2)CC1,0.583630502,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=C(OC5CCCC5)C=C(N6CCN(C)CC6)C=C4)=NC=C3C=C1C7=C(Cl)C=CC=C7
2091,Cc1cc(Nc2ncc3cc(-c4cccc(NC(=O)c5ccccc5)c4C)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.788886356,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=CC=C(N5CCN(C)CC5)C(C)=C4)=NC=C3C=C1C6=C(C)C(NC(C7=CC=CC=C7)=O)=CC=C6
2092,Cc1cc(Nc2ncc3cc(-c4cccc(NC(=O)c5ccccc5)c4)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.484086932,CC1=C(N2CCN(C)CC2)C=CC(NC3=NC=C4C(N(C[C@@H]5OCCC5)C(C(C6=CC(NC(C7=CC=CC=C7)=O)=CC=C6)=C4)=O)=N3)=C1
2093,Cc1cc(Nc2ncc3cc(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)c(=O)n(C[C@H]4CCCO4)c3n2)ccc1N1CCN(C)CC1,0.799693038,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=CC=C(N5CCN(C)CC5)C(C)=C4)=NC=C3C=C1C6=CC(NC(C7=CC(C(F)(F)F)=CC=C7)=O)=CC=C6
2094,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2cc(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)c(=O)n(C[C@H]3CCCO3)c2n1,0.754439416,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=CC=C(N5CCN(C)CC5)C=C4OC)=NC=C3C=C1C6=CC(NC(C7=CC(C(F)(F)F)=CC=C7)=O)=CC=C6
2095,CCOc1cc(N2CCN(C)CC2)ccc1Nc1ncc2cc(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)c(=O)n(C[C@H]3CCCO3)c2n1,0.754439416,O=C1N(C[C@@H]2OCCC2)C3=NC(NC4=CC=C(N5CCN(C)CC5)C=C4OCC)=NC=C3C=C1C6=CC(NC(C7=CC(C(F)(F)F)=CC=C7)=O)=CC=C6
2096,O=C(c1cccc(Br)c1)N1CCN(c2ccc3cnccc3c2)CC1,0.017934935,Brc1cccc(c1)C(=O)N1CCN(CC1)c1ccc2cnccc2c1
2097,Cc1ccc(C(=O)N2CCN(c3ccc4cnccc4c3)CC2)cc1,0.037527118,Cc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc2cnccc2c1
2098,Cc1ccc(C(=O)N2CCN(c3ccc4c(N)nccc4c3)CC2)cc1,0.01477392,Cc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc2c(N)nccc2c1
2099,Cc1ccc(C(=O)N2CCN(c3ccc4c(N)nncc4c3)CC2)cc1,0.029213253,Cc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc2c(N)nncc2c1
2100,Cc1ccc(C(=O)N2CCN(c3ccc4cnncc4c3)CC2)cc1,0.007022559,Cc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc2cnncc2c1
2101,Cc1ccccc1C(=O)N1CCN(c2ccc3c(N)nncc3c2)CC1,0.0040797,Cc1ccccc1C(=O)N1CCN(CC1)c1ccc2c(N)nncc2c1
2102,Nc1nncc2cc(N3CCN(C(=O)c4ccccc4)CC3)ccc12,0.022749735,Nc1nncc2cc(ccc12)N1CCN(CC1)C(=O)c1ccccc1
2103,Nc1nncc2cc(N3CCN(c4ccccc4)CC3)ccc12.O=C(O)C(F)(F)F,0.176315206,OC(=O)C(F)(F)F.Nc1nncc2cc(ccc12)N1CCN(CC1)c1ccccc1
2104,Nc1nncc2cc(N3CCC(c4ccccc4)CC3)ccc12.O=C(O)C(F)(F)F,0.041820345,OC(=O)C(F)(F)F.Nc1nncc2cc(ccc12)N1CCC(CC1)c1ccccc1
2105,Nc1nncc2cc(C3CCN(c4ccccc4)CC3)ccc12,0.019509696,Nc1nncc2cc(ccc12)C1CCN(CC1)c1ccccc1
2106,Cc1ccccc1N1CCN(c2ccc3c(N)nncc3c2)CC1.O=C(O)C(F)(F)F,0.09421367,OC(=O)C(F)(F)F.Cc1ccccc1N1CCN(CC1)c1ccc2c(N)nncc2c1
2107,Cc1cccc(N2CCN(c3ccc4c(N)nncc4c3)CC2)c1,0.077258279,Cc1cccc(c1)N1CCN(CC1)c1ccc2c(N)nncc2c1
2108,Cc1ccc(N2CCN(c3ccc4c(N)nncc4c3)CC2)cc1,0.018280782,Cc1ccc(cc1)N1CCN(CC1)c1ccc2c(N)nncc2c1
2109,Nc1nncc2cc(N3CCN(c4cccc(F)c4)CC3)ccc12,0.051137264,Nc1nncc2cc(ccc12)N1CCN(CC1)c1cccc(F)c1
2110,Nc1nncc2cc(N3CCN(c4cccc(Cl)c4)CC3)ccc12.O=C(O)C(F)(F)F,0.073075937,OC(=O)C(F)(F)F.Nc1nncc2cc(ccc12)N1CCN(CC1)c1cccc(Cl)c1
2111,COc1cccc(N2CCN(c3ccc4c(N)nncc4c3)CC2)c1,0.004577202,COc1cccc(c1)N1CCN(CC1)c1ccc2c(N)nncc2c1
2112,N#Cc1cccc(N2CCN(c3ccc4c(N)nncc4c3)CC2)c1,0.015856812,Nc1nncc2cc(ccc12)N1CCN(CC1)c1cccc(c1)C#N
2113,C[C@H]1CN(c2ccc3c(N)nncc3c2)CCN1c1cccc(F)c1,0.234580273,C[C@H]1CN(CCN1c1cccc(F)c1)c1ccc2c(N)nncc2c1
2114,C[C@@H]1CN(c2ccc3c(N)nncc3c2)CCN1c1cccc(F)c1,0.234580273,C[C@@H]1CN(CCN1c1cccc(F)c1)c1ccc2c(N)nncc2c1
2115,Cc1cc([C@H]2CN(c3ccc4c(N)nncc4c3)CCN2c2cccc(F)c2)no1.O=C(O)C(F)(F)F,0.679487953,OC(=O)C(F)(F)F.Cc1cc(no1)[C@H]1CN(CCN1c1cccc(F)c1)c1ccc2c(N)nncc2c1
2116,Cc1cc([C@H]2CN(c3cc(F)c4c(N)nncc4c3)CCN2c2cccc(F)c2)no1,0.094399213,Cc1cc(no1)[C@H]1CN(CCN1c1cccc(F)c1)c1cc(F)c2c(N)nncc2c1
2117,Cc1cc([C@@H]2CN(c3cc(F)c4c(N)nncc4c3)CCN2c2cccc(F)c2)no1,0.094399213,Cc1cc(no1)[C@@H]1CN(CCN1c1cccc(F)c1)c1cc(F)c2c(N)nncc2c1
2118,CSc1ccc(CNC(=O)c2ccc3nncn3c2)cc1,0.004555905,O=C(NCC1=CC=C(SC)C=C1)C(C=C2)=CN3C2=NN=C3
2119,CN(C)Cc1ccc(CNC(=O)c2ccc3nncn3c2)cc1,0.023796887,O=C(NCC1=CC=C(CN(C)C)C=C1)C(C=C2)=CN3C2=NN=C3
2120,O=C(NCc1ccc(CN2CCCCC2)cc1)c1ccc2nncn2c1,0.028174864,O=C(NCC1=CC=C(CN2CCCCC2)C=C1)C(C=C3)=CN4C3=NN=C4
2121,O=C(NCc1ccc(CN2CCOCC2)cc1)c1ccc2nncn2c1,0.077181517,O=C(NCC1=CC=C(CN2CCOCC2)C=C1)C(C=C3)=CN4C3=NN=C4
2122,O=C(NCc1ccc(CN2CCC2)cc1)c1ccc2nncn2c1,0.046873763,O=C(NCC1=CC=C(CN2CCC2)C=C1)C(C=C3)=CN4C3=NN=C4
2123,CC1CCN1Cc1ccc(CNC(=O)c2ccc3nncn3c2)cc1,0.024227534,O=C(NCC1=CC=C(CN2C(C)CC2)C=C1)C(C=C3)=CN4C3=NN=C4
2124,CC(C)C1CCN1Cc1ccc(CNC(=O)c2ccc3nncn3c2)cc1,0.002700518,O=C(NCC1=CC=C(CN2C(C(C)C)CC2)C=C1)C(C=C3)=CN4C3=NN=C4
2125,CC(C)[C@H]1CCN1Cc1ccc(CNC(=O)c2ccc3nncn3c2)cc1,0.002700518,O=C(NCC1=CC=C(CN2[C@@H](C(C)C)CC2)C=C1)C(C=C3)=CN4C3=NN=C4
2126,CC(C)[C@@H]1CCN1Cc1ccc(CNC(=O)c2ccc3nncn3c2)cc1,0.002700518,O=C(NCC1=CC=C(CN2[C@H](C(C)C)CC2)C=C1)C(C=C3)=CN4C3=NN=C4
2127,CC(C)(C)C1CCN1Cc1ccc(CNC(=O)c2ccc3nncn3c2)cc1,0.004750618,O=C(NCC1=CC=C(CN2C(C(C)(C)C)CC2)C=C1)C(C=C3)=CN4C3=NN=C4
2128,O=C(NCc1cccc(CN2CCC2)c1)c1ccc2nncn2c1,0.002374705,O=C(NCC1=CC=CC(CN2CCC2)=C1)C(C=C3)=CN4C3=NN=C4
2129,O=C(NCc1ccc(CNc2ncc(F)cn2)cc1)c1ccc2nncn2c1,0.111205865,O=C(NCC1=CC=C(CNC2=NC=C(F)C=N2)C=C1)C(C=C3)=CN4C3=NN=C4
2130,C[C@H]1CCCN1Cc1cc2cnc(NC(=O)c3ccc4nncn4c3)cc2[nH]1,0.005353532,O=C(C(C=C1)=CN2C1=NN=C2)NC3=CC(NC(CN4CCC[C@@H]4C)=C5)=C5C=N3
2131,O=C(Nc1cc2[nH]c(CN3CCC3C3CC3)cc2cn1)c1ccc2nncn2c1,0.010885533,O=C(C(C=C1)=CN2C1=NN=C2)NC3=CC(NC(CN4CCC4C5CC5)=C6)=C6C=N3
2132,CC(C)C1CCN1Cc1cc2cnc(NC(=O)c3ccc4nncn4c3)cc2[nH]1,0.012898523,CC(C)C1N(CC2=CC(C=NC(NC(C(C=C3)=CN4C3=NN=C4)=O)=C5)=C5N2)CC1
2133,CC(C)[C@H]1CCN1Cc1cc2cnc(NC(=O)c3ccc4nncn4c3)cc2[nH]1,0.012898523,CC([C@H]1CCN1CC2=CC(C=NC(NC(C(C=C3)=CN4C3=NN=C4)=O)=C5)=C5N2)C
2134,CC(C)[C@@H]1CCN1Cc1cc2cnc(NC(=O)c3ccc4nncn4c3)cc2[nH]1,0.012898523,CC([C@@H]1CCN1CC2=CC(C=NC(NC(C(C=C3)=CN4C3=NN=C4)=O)=C5)=C5N2)C
2135,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1,0.804608929,O=C(C1=CC=C2N=C(OCCN3CCCC3)C=CC2=C1)NC4=CC(NC(C5=CC=C6OCCOC6=C5)=O)=CC=C4C
2136,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(CN3CCCC3)ccc2c1,0.602822173,O=C(C1=CC=C2N=C(CN3CCCC3)C=CC2=C1)NC4=CC(NC(C5=CC=C6OCCOC6=C5)=O)=CC=C4C
2137,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(CN(C)C)ccc2c1,0.045981734,O=C(C1=CC=C2N=C(CN(C)C)C=CC2=C1)NC3=CC(NC(C4=CC=C5OCCOC5=C4)=O)=CC=C3C
